Order_ID,Order_Date,Delivery_Date,Customer_ID,Region,City,Courier_Partner,Product_Category,Order_Value,Delivery_Days,Delivery_Status
ORD102814,2023-10-12,2023-10-16,CUST1202,East,Bhubaneswar,Blue Dart,Fashion,18922.36,4,On-Time
ORD102815,2023-06-04,2023-06-07,CUST5120,North,Lucknow,Blue Dart,Electronics,26401.24,3,On-Time
ORD102816,2023-11-08,2023-11-15,CUST2386,West,Mumbai,DTDC,Sports,26630.07,7,Delayed
ORD102817,2023-03-21,2023-03-29,CUST1813,West,Pune,India Post,Electronics,44891.84,8,Delayed
ORD102818,2023-12-01,2023-12-04,CUST2103,West,Pune,Ecom Express,Fashion,42083.75,3,On-Time
ORD102819,2023-06-06,2023-06-07,CUST4567,East,Kolkata,Ecom Express,Home,36688.91,1,On-Time
ORD102820,2023-06-03,2023-06-09,CUST9905,North,Delhi,Blue Dart,Sports,25037.45,6,Delayed
ORD102821,2023-08-29,2023-09-01,CUST3218,North,Lucknow,Delhivery,Beauty,15207.57,3,On-Time
ORD102822,2023-06-01,2023-06-07,CUST6518,West,Pune,Delhivery,Fashion,3252.75,6,Delayed
ORD102823,2023-04-29,2023-04-30,CUST5276,North,Lucknow,Ecom Express,Beauty,30627.24,1,On-Time
ORD102824,2023-10-14,2023-10-17,CUST9932,West,Pune,India Post,Sports,47038.17,3,On-Time
ORD102825,2023-01-18,2023-01-27,CUST6971,East,Bhubaneswar,DTDC,Fashion,44027.66,9,Delayed
ORD102826,2023-05-06,2023-05-10,CUST8055,East,Kolkata,Blue Dart,Beauty,20747.49,4,On-Time
ORD102827,2023-10-20,2023-10-27,CUST5061,South,Chennai,India Post,Home,42553.92,7,Delayed
ORD102828,2023-06-07,2023-06-14,CUST4181,South,Bangalore,Delhivery,Home,11664.15,7,Delayed
ORD102829,2023-09-04,2023-09-10,CUST9124,East,Bhubaneswar,Ecom Express,Electronics,1130.27,6,Delayed
ORD102830,2023-04-11,2023-04-17,CUST3938,East,Kolkata,Blue Dart,Home,3574.44,6,Delayed
ORD102831,2023-01-24,2023-01-30,CUST4248,North,Lucknow,Ecom Express,Sports,30082.2,6,Delayed
ORD102832,2023-09-22,2023-09-30,CUST5815,South,Bangalore,Blue Dart,Fashion,15264.36,8,Delayed
ORD102833,2023-06-08,2023-06-14,CUST8065,South,Chennai,DTDC,Sports,504.23,6,Delayed
ORD102834,2023-01-14,2023-01-20,CUST1084,South,Chennai,Ecom Express,Fashion,16103.06,6,Delayed
ORD102835,2023-12-21,2023-12-24,CUST1558,West,Pune,DTDC,Sports,4028.98,3,On-Time
ORD102836,2023-12-19,2023-12-29,CUST9818,East,Bhubaneswar,India Post,Fashion,48070.17,10,Delayed
ORD102837,2023-10-31,2023-11-09,CUST2202,South,Chennai,DTDC,Fashion,48594.23,9,Delayed
ORD102838,2023-10-13,2023-10-18,CUST2563,West,Mumbai,DTDC,Sports,37228.39,5,On-Time
ORD102839,2023-06-14,2023-06-20,CUST2916,West,Pune,DTDC,Sports,19923.83,6,Delayed
ORD102840,2023-07-23,2023-07-29,CUST5027,North,Lucknow,Ecom Express,Electronics,3003.63,6,Delayed
ORD102841,2023-01-07,2023-01-08,CUST5073,East,Bhubaneswar,Ecom Express,Electronics,27209.02,1,On-Time
ORD102842,2023-11-06,2023-11-15,CUST7268,West,Mumbai,India Post,Sports,1694.62,9,Delayed
ORD102843,2023-07-21,2023-07-23,CUST7542,West,Mumbai,DTDC,Home,45809.26,2,On-Time
ORD102844,2023-12-17,2023-12-23,CUST6270,West,Mumbai,Delhivery,Sports,27254.0,6,Delayed
ORD102845,2023-03-22,2023-03-28,CUST4385,East,Bhubaneswar,India Post,Beauty,14482.99,6,Delayed
ORD102846,2023-04-15,2023-04-17,CUST8674,East,Bhubaneswar,Delhivery,Fashion,10404.33,2,On-Time
ORD102847,2023-06-03,2023-06-05,CUST8077,South,Bangalore,Blue Dart,Sports,45050.13,2,On-Time
ORD102848,2023-09-07,2023-09-13,CUST2924,North,Lucknow,Ecom Express,Electronics,30030.75,6,Delayed
ORD102849,2023-11-03,2023-11-09,CUST4271,East,Kolkata,Blue Dart,Home,43349.81,6,Delayed
ORD102850,2023-12-15,2023-12-21,CUST5516,West,Mumbai,Ecom Express,Beauty,5462.87,6,Delayed
ORD102851,2023-10-11,2023-10-15,CUST2825,South,Bangalore,DTDC,Beauty,12427.96,4,On-Time
ORD102852,2023-11-01,2023-11-03,CUST3603,East,Kolkata,DTDC,Beauty,40036.66,2,On-Time
ORD102853,2023-03-17,2023-03-23,CUST5466,North,Delhi,Delhivery,Beauty,34066.97,6,Delayed
ORD102854,2023-07-06,2023-07-10,CUST3254,East,Bhubaneswar,Blue Dart,Electronics,43245.39,4,On-Time
ORD102855,2023-11-24,2023-11-26,CUST6553,West,Mumbai,Blue Dart,Electronics,14819.14,2,On-Time
ORD102856,2023-05-05,2023-05-07,CUST3167,East,Bhubaneswar,Ecom Express,Beauty,40293.37,2,On-Time
ORD102857,2023-07-28,2023-08-03,CUST4802,North,Lucknow,Delhivery,Sports,19108.38,6,Delayed
ORD102858,2023-01-07,2023-01-16,CUST8965,North,Lucknow,India Post,Sports,15409.74,9,Delayed
ORD102859,2023-10-12,2023-10-19,CUST1849,West,Mumbai,DTDC,Beauty,26088.36,7,Delayed
ORD102860,2023-07-21,2023-07-27,CUST3117,North,Lucknow,DTDC,Beauty,41547.13,6,Delayed
ORD102861,2023-09-29,2023-10-06,CUST9929,West,Mumbai,Delhivery,Beauty,13666.1,7,Delayed
ORD102862,2023-10-28,2023-11-03,CUST4887,North,Delhi,Blue Dart,Sports,6354.15,6,Delayed
ORD102863,2023-11-24,2023-12-02,CUST4277,North,Lucknow,India Post,Sports,13483.47,8,Delayed
ORD102864,2023-08-24,2023-08-30,CUST4058,East,Bhubaneswar,Delhivery,Home,11947.63,6,Delayed
ORD102865,2023-07-20,2023-07-22,CUST9077,North,Lucknow,India Post,Beauty,17766.44,2,On-Time
ORD102866,2023-06-01,2023-06-07,CUST5683,East,Bhubaneswar,Ecom Express,Sports,47615.05,6,Delayed
ORD102867,2023-10-13,2023-10-19,CUST1266,West,Pune,Delhivery,Home,11643.89,6,Delayed
ORD102868,2023-11-19,2023-11-26,CUST5636,East,Bhubaneswar,DTDC,Home,26704.93,7,Delayed
ORD102869,2023-06-19,2023-06-23,CUST3447,South,Chennai,India Post,Fashion,30057.34,4,On-Time
ORD102870,2023-03-05,2023-03-12,CUST7691,South,Chennai,India Post,Beauty,19304.37,7,Delayed
ORD102871,2023-02-22,2023-03-01,CUST8354,West,Mumbai,DTDC,Beauty,2008.93,7,Delayed
ORD102872,2023-11-24,2023-11-30,CUST2030,North,Lucknow,Ecom Express,Beauty,1293.75,6,Delayed
ORD102873,2023-07-07,2023-07-14,CUST4774,East,Kolkata,India Post,Fashion,34204.32,7,Delayed
ORD102874,2023-12-14,2023-12-20,CUST9627,East,Kolkata,Blue Dart,Electronics,16143.65,6,Delayed
ORD102875,2023-08-14,2023-08-20,CUST6347,East,Bhubaneswar,India Post,Home,15459.99,6,Delayed
ORD102876,2023-06-07,2023-06-09,CUST6986,South,Chennai,India Post,Beauty,48447.14,2,On-Time
ORD102877,2023-04-20,2023-04-26,CUST8540,North,Lucknow,Delhivery,Beauty,29384.47,6,Delayed
ORD102878,2023-03-05,2023-03-08,CUST8122,East,Kolkata,Delhivery,Sports,32042.64,3,On-Time
ORD102879,2023-06-03,2023-06-05,CUST4851,West,Pune,Blue Dart,Beauty,16839.84,2,On-Time
ORD102880,2023-04-10,2023-04-11,CUST1113,West,Pune,DTDC,Sports,23270.3,1,On-Time
ORD102881,2023-07-11,2023-07-12,CUST8766,East,Kolkata,Delhivery,Fashion,49694.11,1,On-Time
ORD102882,2023-02-15,2023-02-21,CUST6896,East,Kolkata,Ecom Express,Electronics,28401.27,6,Delayed
ORD102883,2023-08-10,2023-08-13,CUST8848,South,Bangalore,India Post,Fashion,34665.06,3,On-Time
ORD102884,2023-04-19,2023-04-25,CUST3185,West,Mumbai,DTDC,Beauty,14810.24,6,Delayed
ORD102885,2023-06-14,2023-06-16,CUST4061,North,Delhi,Ecom Express,Beauty,19115.07,2,On-Time
ORD102886,2023-05-13,2023-05-19,CUST9764,North,Lucknow,Ecom Express,Sports,46686.08,6,Delayed
ORD102887,2023-06-23,2023-07-02,CUST1002,East,Kolkata,India Post,Fashion,1573.71,9,Delayed
ORD102888,2023-02-03,2023-02-09,CUST4480,South,Bangalore,DTDC,Fashion,26055.15,6,Delayed
ORD102889,2023-06-02,2023-06-05,CUST8917,South,Bangalore,Delhivery,Sports,7892.86,3,On-Time
ORD102890,2023-06-19,2023-06-26,CUST7373,West,Mumbai,DTDC,Home,34657.16,7,Delayed
ORD102891,2023-01-30,2023-01-31,CUST4305,West,Pune,DTDC,Sports,34641.45,1,On-Time
ORD102892,2023-10-10,2023-10-13,CUST4497,West,Mumbai,India Post,Beauty,39535.82,3,On-Time
ORD102893,2023-12-11,2023-12-13,CUST8658,North,Lucknow,Ecom Express,Fashion,45723.74,2,On-Time
ORD102894,2023-08-28,2023-09-04,CUST7527,North,Delhi,DTDC,Sports,35142.25,7,Delayed
ORD102895,2023-07-25,2023-07-31,CUST1857,West,Pune,India Post,Beauty,670.73,6,On-Time
ORD102896,2023-05-02,2023-05-03,CUST5984,South,Bangalore,DTDC,Home,8888.55,1,On-Time
ORD102897,2023-03-11,2023-03-15,CUST5874,East,Kolkata,Delhivery,Electronics,32195.5,4,On-Time
ORD102898,2023-01-28,2023-01-31,CUST9295,North,Lucknow,DTDC,Beauty,23925.52,3,On-Time
ORD102899,2023-03-27,2023-03-30,CUST8040,South,Chennai,India Post,Sports,46337.18,3,On-Time
ORD102900,2023-03-23,2023-03-30,CUST6846,North,Delhi,DTDC,Beauty,9950.06,7,Delayed
ORD102901,2023-11-21,2023-11-23,CUST5632,West,Pune,Ecom Express,Home,47320.28,2,On-Time
ORD102902,2023-10-21,2023-10-23,CUST4564,South,Chennai,Blue Dart,Sports,10838.86,2,On-Time
ORD102903,2023-10-28,2023-10-31,CUST2267,East,Bhubaneswar,Delhivery,Sports,35549.34,3,On-Time
ORD102904,2023-05-12,2023-05-13,CUST1232,East,Bhubaneswar,India Post,Sports,44492.83,1,On-Time
ORD102905,2023-05-25,2023-06-02,CUST4546,East,Kolkata,India Post,Beauty,38866.34,8,Delayed
ORD102906,2023-03-07,2023-03-13,CUST2652,North,Delhi,Ecom Express,Home,44712.82,6,Delayed
ORD102907,2023-03-22,2023-03-28,CUST6561,East,Kolkata,Delhivery,Electronics,16812.44,6,Delayed
ORD102908,2023-04-27,2023-05-03,CUST3676,North,Delhi,Delhivery,Fashion,34410.27,6,Delayed
ORD102909,2023-03-12,2023-03-15,CUST3647,West,Pune,Ecom Express,Home,9044.94,3,On-Time
ORD102910,2023-06-24,2023-06-26,CUST9211,South,Chennai,Delhivery,Beauty,3678.59,2,On-Time
ORD102911,2023-09-27,2023-10-04,CUST1947,North,Delhi,DTDC,Sports,32326.52,7,Delayed
ORD102912,2023-06-18,2023-06-20,CUST4275,East,Bhubaneswar,India Post,Sports,2949.06,2,On-Time
ORD102913,2023-12-24,2023-12-28,CUST9789,East,Bhubaneswar,DTDC,Beauty,37505.87,4,On-Time
ORD102914,2023-05-19,2023-05-22,CUST7337,South,Chennai,Blue Dart,Beauty,31364.84,3,On-Time
ORD102915,2023-04-09,2023-04-13,CUST4298,West,Mumbai,Ecom Express,Sports,42974.96,4,On-Time
ORD102916,2023-07-22,2023-07-28,CUST2370,West,Mumbai,Ecom Express,Electronics,28909.54,6,Delayed
ORD102917,2023-07-16,2023-07-24,CUST8366,South,Bangalore,India Post,Home,18138.27,8,Delayed
ORD102918,2023-12-17,2023-12-24,CUST6873,East,Bhubaneswar,DTDC,Sports,47377.59,7,Delayed
ORD102919,2023-09-10,2023-09-18,CUST7331,South,Bangalore,DTDC,Beauty,14092.56,8,Delayed
ORD102920,2023-09-26,2023-10-02,CUST2168,South,Chennai,Delhivery,Fashion,14912.92,6,Delayed
ORD102921,2023-08-01,2023-08-08,CUST5956,South,Chennai,DTDC,Fashion,9168.69,7,Delayed
ORD102922,2023-05-14,2023-05-16,CUST4304,North,Lucknow,Ecom Express,Electronics,7614.15,2,On-Time
ORD102923,2023-04-14,2023-04-17,CUST1686,East,Bhubaneswar,India Post,Fashion,41906.62,3,On-Time
ORD102924,2023-02-02,2023-02-09,CUST5387,South,Bangalore,DTDC,Electronics,44153.9,7,Delayed
ORD102925,2023-03-20,2023-03-28,CUST1794,West,Pune,India Post,Electronics,39967.02,8,Delayed
ORD102926,2023-10-04,2023-10-11,CUST2133,East,Kolkata,India Post,Sports,38954.52,7,Delayed
ORD102927,2023-04-19,2023-04-22,CUST8792,South,Bangalore,Blue Dart,Beauty,32079.52,3,On-Time
ORD102928,2023-11-02,2023-11-11,CUST5402,South,Chennai,India Post,Home,17163.45,9,Delayed
ORD102929,2023-02-26,2023-03-05,CUST1692,North,Lucknow,Delhivery,Sports,1152.53,7,Delayed
ORD102930,2023-08-26,2023-08-29,CUST1232,North,Lucknow,Delhivery,Beauty,15308.18,3,On-Time
ORD102931,2023-10-21,2023-10-23,CUST9986,South,Bangalore,Blue Dart,Electronics,44469.42,2,On-Time
ORD102932,2023-01-24,2023-01-30,CUST1725,North,Lucknow,India Post,Sports,12923.25,6,Delayed
ORD102933,2023-04-30,2023-05-07,CUST9529,West,Pune,Ecom Express,Sports,48760.38,7,Delayed
ORD102934,2023-05-24,2023-05-31,CUST8209,East,Kolkata,Blue Dart,Home,8101.46,7,Delayed
ORD102935,2023-12-07,2023-12-15,CUST2862,South,Chennai,Blue Dart,Beauty,18447.42,8,Delayed
ORD102936,2023-12-03,2023-12-09,CUST9206,South,Chennai,Delhivery,Sports,36220.91,6,Delayed
ORD102937,2023-09-25,2023-09-27,CUST7495,East,Kolkata,Ecom Express,Home,39442.04,2,On-Time
ORD102938,2023-12-23,2023-12-24,CUST4600,East,Bhubaneswar,India Post,Beauty,8379.09,1,On-Time
ORD102939,2023-03-28,2023-04-04,CUST5586,West,Pune,India Post,Home,36267.29,7,Delayed
ORD102940,2023-03-26,2023-03-30,CUST8265,South,Chennai,DTDC,Sports,10884.45,4,On-Time
ORD102941,2023-04-09,2023-04-12,CUST2416,East,Bhubaneswar,DTDC,Sports,11075.0,3,On-Time
ORD102942,2023-07-10,2023-07-13,CUST7250,North,Delhi,Blue Dart,Sports,7904.28,3,On-Time
ORD102943,2023-07-05,2023-07-11,CUST7887,West,Pune,DTDC,Sports,29889.13,6,Delayed
ORD102944,2023-03-20,2023-03-26,CUST9234,North,Lucknow,Delhivery,Fashion,32861.29,6,Delayed
ORD102945,2023-10-24,2023-10-25,CUST1927,North,Delhi,Ecom Express,Fashion,23840.55,1,On-Time
ORD102946,2023-01-19,2023-01-22,CUST8340,East,Bhubaneswar,DTDC,Home,43709.59,3,On-Time
ORD102947,2023-01-29,2023-01-30,CUST2156,East,Bhubaneswar,Delhivery,Beauty,29255.79,1,On-Time
ORD102948,2023-11-18,2023-11-20,CUST9923,West,Pune,Blue Dart,Home,10524.99,2,On-Time
ORD102949,2023-10-04,2023-10-10,CUST2061,East,Kolkata,Ecom Express,Fashion,23407.06,6,Delayed
ORD102950,2023-06-14,2023-06-18,CUST7399,South,Bangalore,Blue Dart,Home,18794.9,4,On-Time
ORD102951,2023-03-27,2023-04-03,CUST9603,South,Bangalore,Blue Dart,Sports,25830.46,7,Delayed
ORD102952,2023-01-12,2023-01-19,CUST7539,West,Mumbai,Delhivery,Beauty,4424.04,7,Delayed
ORD102953,2023-12-15,2023-12-18,CUST2445,North,Delhi,Ecom Express,Sports,1878.94,3,On-Time
ORD102954,2023-10-08,2023-10-10,CUST7340,West,Mumbai,India Post,Sports,32528.51,2,On-Time
ORD102955,2023-12-02,2023-12-10,CUST9002,West,Mumbai,Blue Dart,Fashion,40866.23,8,Delayed
ORD102956,2023-01-04,2023-01-11,CUST8449,West,Pune,Delhivery,Sports,2314.07,7,Delayed
ORD102957,2023-10-28,2023-11-03,CUST4784,North,Lucknow,Delhivery,Sports,27964.43,6,Delayed
ORD102958,2023-04-25,2023-04-28,CUST4974,South,Chennai,Delhivery,Sports,45154.95,3,On-Time
ORD102959,2023-06-11,2023-06-13,CUST4691,North,Lucknow,DTDC,Sports,30902.08,2,On-Time
ORD102960,2023-04-08,2023-04-10,CUST3798,South,Chennai,India Post,Beauty,22391.83,2,On-Time
ORD102961,2023-12-03,2023-12-10,CUST6214,West,Mumbai,India Post,Home,17343.05,7,Delayed
ORD102962,2023-08-14,2023-08-17,CUST4647,East,Kolkata,DTDC,Electronics,26477.48,3,On-Time
ORD102963,2023-09-22,2023-09-28,CUST4428,South,Chennai,DTDC,Home,18698.4,6,Delayed
ORD102964,2023-02-23,2023-02-27,CUST2677,West,Pune,India Post,Beauty,47573.2,4,On-Time
ORD102965,2023-03-20,2023-03-22,CUST2865,West,Pune,Ecom Express,Fashion,20329.52,2,On-Time
ORD102966,2023-06-16,2023-06-18,CUST8174,East,Bhubaneswar,Ecom Express,Sports,30286.15,2,On-Time
ORD102967,2023-08-19,2023-08-21,CUST5374,East,Kolkata,Ecom Express,Fashion,11989.98,2,On-Time
ORD102968,2023-07-02,2023-07-08,CUST4799,South,Chennai,DTDC,Beauty,28938.0,6,Delayed
ORD102969,2023-08-05,2023-08-11,CUST3207,East,Bhubaneswar,Ecom Express,Electronics,3786.49,6,Delayed
ORD102970,2023-11-10,2023-11-11,CUST6817,South,Bangalore,Delhivery,Sports,33264.31,1,On-Time
ORD102971,2023-10-26,2023-10-29,CUST3413,West,Pune,Blue Dart,Fashion,30270.29,3,On-Time
ORD102972,2023-12-06,2023-12-12,CUST1618,South,Bangalore,Blue Dart,Sports,38814.15,6,Delayed
ORD102973,2023-03-11,2023-03-16,CUST3681,East,Kolkata,DTDC,Home,46127.45,5,On-Time
ORD102974,2023-04-27,2023-05-05,CUST5166,North,Lucknow,India Post,Home,3914.14,8,Delayed
ORD102975,2023-10-03,2023-10-05,CUST5913,North,Lucknow,Delhivery,Electronics,47363.34,2,On-Time
ORD102976,2023-05-30,2023-06-07,CUST6844,West,Pune,Delhivery,Beauty,9245.96,8,Delayed
ORD102977,2023-10-06,2023-10-08,CUST2882,South,Bangalore,Ecom Express,Beauty,13752.87,2,On-Time
ORD102978,2023-08-06,2023-08-13,CUST2540,North,Delhi,DTDC,Fashion,44929.21,7,Delayed
ORD102979,2023-07-27,2023-08-02,CUST5912,East,Kolkata,Delhivery,Home,44616.4,6,Delayed
ORD102980,2023-05-21,2023-05-27,CUST4332,East,Bhubaneswar,Delhivery,Electronics,35409.05,6,Delayed
ORD102981,2023-12-22,2023-12-26,CUST3054,South,Chennai,DTDC,Fashion,29778.82,4,On-Time
ORD102982,2023-10-02,2023-10-05,CUST6699,South,Bangalore,Ecom Express,Electronics,40689.43,3,On-Time
ORD102983,2023-01-16,2023-01-19,CUST7809,East,Bhubaneswar,Delhivery,Fashion,6270.47,3,On-Time
ORD102984,2023-07-13,2023-07-19,CUST2277,South,Bangalore,Blue Dart,Beauty,49502.41,6,Delayed
ORD102985,2023-01-01,2023-01-03,CUST1525,North,Lucknow,Delhivery,Fashion,14255.3,2,On-Time
ORD102986,2023-03-10,2023-03-13,CUST1649,West,Mumbai,India Post,Fashion,13798.91,3,On-Time
ORD102987,2023-02-07,2023-02-09,CUST8999,West,Mumbai,Delhivery,Beauty,27909.47,2,On-Time
ORD102988,2023-07-03,2023-07-09,CUST5987,East,Kolkata,India Post,Beauty,30906.28,6,Delayed
ORD102989,2023-05-22,2023-05-31,CUST6741,West,Mumbai,DTDC,Electronics,31030.68,9,Delayed
ORD102990,2023-02-02,2023-02-10,CUST7175,South,Chennai,Ecom Express,Beauty,44143.26,8,Delayed
ORD102991,2023-01-27,2023-02-03,CUST6844,North,Lucknow,DTDC,Fashion,19290.7,7,Delayed
ORD102992,2023-11-26,2023-12-03,CUST8187,South,Chennai,DTDC,Fashion,32148.26,7,Delayed
ORD102993,2023-07-12,2023-07-18,CUST9971,West,Pune,Ecom Express,Home,30588.87,6,Delayed
ORD102994,2023-06-15,2023-06-17,CUST4412,North,Delhi,Delhivery,Home,17492.12,2,On-Time
ORD102995,2023-05-19,2023-05-25,CUST9780,West,Pune,Ecom Express,Beauty,24315.0,6,Delayed
ORD102996,2023-04-28,2023-05-05,CUST6917,East,Bhubaneswar,Blue Dart,Fashion,47856.75,7,Delayed
ORD102997,2023-05-22,2023-05-24,CUST3438,South,Bangalore,DTDC,Beauty,14974.33,2,On-Time
ORD102998,2023-07-03,2023-07-09,CUST6190,North,Lucknow,Delhivery,Sports,23170.43,6,Delayed
ORD102999,2023-04-20,2023-04-26,CUST9119,North,Delhi,DTDC,Sports,16450.42,6,Delayed
ORD103000,2023-11-30,2023-12-01,CUST9225,South,Bangalore,Blue Dart,Electronics,35069.07,1,On-Time
ORD103001,2023-01-27,2023-01-29,CUST6317,North,Lucknow,Ecom Express,Electronics,15944.98,2,On-Time
ORD103002,2023-02-17,2023-02-23,CUST2702,West,Pune,DTDC,Beauty,26975.6,6,Delayed
ORD103003,2023-01-08,2023-01-12,CUST9593,South,Bangalore,Blue Dart,Electronics,2744.2,4,On-Time
ORD103004,2023-06-13,2023-06-20,CUST9977,South,Bangalore,DTDC,Beauty,42028.0,7,Delayed
ORD103005,2023-11-30,2023-12-06,CUST2181,West,Mumbai,Ecom Express,Sports,32999.01,6,Delayed
ORD103006,2023-07-10,2023-07-17,CUST4025,West,Mumbai,Delhivery,Fashion,1105.75,7,Delayed
ORD103007,2023-04-10,2023-04-16,CUST6348,North,Lucknow,Ecom Express,Home,45542.7,6,Delayed
ORD103008,2023-03-12,2023-03-21,CUST1600,North,Delhi,India Post,Fashion,1851.77,9,Delayed
ORD103009,2023-02-22,2023-02-28,CUST7583,South,Chennai,DTDC,Sports,28536.3,6,Delayed
ORD103010,2023-08-06,2023-08-12,CUST3238,West,Mumbai,Ecom Express,Sports,7462.15,6,Delayed
ORD103011,2023-05-23,2023-05-27,CUST1773,North,Lucknow,DTDC,Sports,6959.34,4,On-Time
ORD103012,2023-07-10,2023-07-12,CUST2865,South,Bangalore,India Post,Sports,37996.66,2,On-Time
ORD103013,2023-04-17,2023-04-23,CUST3855,North,Lucknow,DTDC,Sports,5500.92,6,Delayed
ORD103014,2023-07-06,2023-07-12,CUST5164,North,Lucknow,Ecom Express,Electronics,39932.05,6,Delayed
ORD103015,2023-06-21,2023-06-28,CUST9201,West,Pune,Delhivery,Home,6748.9,7,Delayed
ORD103016,2023-07-24,2023-07-30,CUST9388,South,Chennai,Delhivery,Beauty,39756.04,6,Delayed
ORD103017,2023-08-09,2023-08-10,CUST6842,South,Chennai,India Post,Electronics,36619.28,1,On-Time
ORD103018,2023-05-07,2023-05-09,CUST4973,South,Chennai,Delhivery,Beauty,31442.57,2,On-Time
ORD103019,2023-05-22,2023-05-30,CUST2509,East,Bhubaneswar,India Post,Beauty,41603.69,8,Delayed
ORD103020,2023-06-21,2023-06-28,CUST2086,East,Bhubaneswar,Ecom Express,Beauty,18860.85,7,Delayed
ORD103021,2023-05-17,2023-05-19,CUST9370,South,Chennai,Ecom Express,Home,39482.94,2,On-Time
ORD103022,2023-02-01,2023-02-04,CUST7053,East,Bhubaneswar,DTDC,Electronics,13696.75,3,On-Time
ORD103023,2023-04-23,2023-04-27,CUST7452,North,Lucknow,India Post,Beauty,38984.01,4,On-Time
ORD103024,2023-08-11,2023-08-13,CUST7680,East,Kolkata,DTDC,Sports,29237.73,2,On-Time
ORD103025,2023-03-07,2023-03-09,CUST7361,West,Pune,Delhivery,Fashion,14836.99,2,On-Time
ORD103026,2023-09-10,2023-09-17,CUST8498,West,Mumbai,DTDC,Home,24003.64,7,Delayed
ORD103027,2023-11-27,2023-12-03,CUST4481,East,Bhubaneswar,Ecom Express,Sports,46595.4,6,Delayed
ORD103028,2023-12-04,2023-12-06,CUST7765,South,Chennai,Blue Dart,Beauty,12694.37,2,On-Time
ORD103029,2023-02-21,2023-02-28,CUST9951,South,Bangalore,DTDC,Beauty,29716.77,7,Delayed
ORD103030,2023-12-03,2023-12-09,CUST2663,North,Delhi,DTDC,Fashion,33853.64,6,Delayed
ORD103031,2023-07-21,2023-07-27,CUST4411,West,Mumbai,Delhivery,Electronics,1946.73,6,Delayed
ORD103032,2023-08-31,2023-09-03,CUST2563,North,Delhi,Blue Dart,Fashion,38863.27,3,On-Time
ORD103033,2023-05-21,2023-05-27,CUST3292,East,Bhubaneswar,Ecom Express,Sports,45239.88,6,Delayed
ORD103034,2023-07-17,2023-07-24,CUST4218,East,Kolkata,India Post,Electronics,48962.76,7,Delayed
ORD103035,2023-10-31,2023-11-03,CUST3694,West,Pune,DTDC,Home,32300.99,3,On-Time
ORD103036,2023-07-18,2023-07-21,CUST2783,West,Pune,DTDC,Beauty,10653.18,3,On-Time
ORD103037,2023-08-24,2023-09-01,CUST2309,North,Lucknow,India Post,Beauty,41122.64,8,Delayed
ORD103038,2023-12-08,2023-12-10,CUST2448,North,Lucknow,Delhivery,Beauty,36070.96,2,On-Time
ORD103039,2023-11-14,2023-11-20,CUST2817,South,Bangalore,DTDC,Sports,11597.72,6,Delayed
ORD103040,2023-01-17,2023-01-25,CUST2861,North,Lucknow,India Post,Home,39370.73,8,Delayed
ORD103041,2023-07-25,2023-07-31,CUST2332,West,Mumbai,Blue Dart,Home,36703.39,6,Delayed
ORD103042,2023-04-10,2023-04-12,CUST8897,North,Lucknow,Ecom Express,Fashion,24073.78,2,On-Time
ORD103043,2023-12-03,2023-12-06,CUST9937,West,Pune,Blue Dart,Electronics,14431.62,3,On-Time
ORD103044,2023-12-20,2023-12-27,CUST2210,South,Bangalore,Ecom Express,Beauty,24934.38,7,Delayed
ORD103045,2023-05-09,2023-05-10,CUST2360,West,Mumbai,India Post,Electronics,48778.32,1,On-Time
ORD103046,2023-01-13,2023-01-20,CUST9677,North,Lucknow,Delhivery,Fashion,44734.79,7,Delayed
ORD103047,2023-10-15,2023-10-17,CUST1540,West,Pune,Ecom Express,Electronics,20507.82,2,On-Time
ORD103048,2023-02-07,2023-02-10,CUST4286,West,Mumbai,DTDC,Fashion,6538.7,3,On-Time
ORD103049,2023-05-13,2023-05-17,CUST4432,East,Bhubaneswar,DTDC,Home,44463.68,4,On-Time
ORD103050,2023-06-13,2023-06-15,CUST8957,North,Lucknow,India Post,Beauty,28490.98,2,On-Time
ORD103051,2023-10-30,2023-11-05,CUST2415,North,Lucknow,India Post,Home,39466.62,6,Delayed
ORD103052,2023-09-11,2023-09-17,CUST1265,North,Delhi,Delhivery,Electronics,29356.86,6,Delayed
ORD103053,2023-03-11,2023-03-13,CUST2446,South,Chennai,Delhivery,Electronics,8497.81,2,On-Time
ORD103054,2023-05-29,2023-06-06,CUST3239,North,Delhi,Ecom Express,Beauty,42628.68,8,Delayed
ORD103055,2023-09-06,2023-09-12,CUST9357,West,Mumbai,Delhivery,Sports,11049.77,6,Delayed
ORD103056,2023-07-08,2023-07-14,CUST2305,South,Chennai,Ecom Express,Fashion,30457.22,6,Delayed
ORD103057,2023-01-20,2023-01-27,CUST5690,West,Pune,DTDC,Electronics,33052.26,7,Delayed
ORD103058,2023-03-28,2023-04-03,CUST4890,North,Delhi,India Post,Home,43910.44,6,Delayed
ORD103059,2023-02-12,2023-02-18,CUST4039,West,Mumbai,DTDC,Beauty,30042.19,6,Delayed
ORD103060,2023-07-18,2023-07-24,CUST9140,North,Lucknow,Ecom Express,Home,8777.42,6,Delayed
ORD103061,2023-06-09,2023-06-11,CUST2065,West,Mumbai,India Post,Home,14508.29,2,On-Time
